month,day,hour,temp_out_c,solar_rad_w_m2,rh_out_pct
3,28,7,7.36,0.0,86.2
3,28,8,7.18,11.3,86.6
3,28,9,8.49,102.6,83.4
3,28,10,10.05,228.0,77.2
3,28,11,11.52,366.2,70.8
3,28,12,13.08,513.4,63.7
3,28,13,14.36,617.1,56.4
3,28,14,15.24,644.1,51.5
3,28,15,15.68,615.0,48.8
3,28,16,16.0,524.9,48.8
3,28,17,15.72,423.6,49.6
3,28,18,15.1,287.1,52.8
3,28,19,13.8,143.5,60.9
3,28,20,12.29,25.7,63.5
3,28,21,10.6,0.0,69.8
3,28,22,10.28,0.0,69.1
3,28,23,9.54,0.0,70.7
3,29,0,8.97,0.0,73.1
3,29,1,8.51,0.0,75.0
3,29,2,7.87,0.0,76.3
3,29,3,7.79,0.0,77.7
3,29,4,6.91,0.0,79.5
3,29,5,6.52,0.0,80.3
3,29,6,6.26,0.0,79.8
3,29,7,5.77,0.0,80.6
3,29,8,5.82,17.1,81.6
3,29,9,8.09,142.5,75.7
3,29,10,10.95,322.8,63.7
3,29,11,13.14,498.3,55.6
3,29,12,14.94,638.3,50.1
3,29,13,16.36,725.0,45.7
3,29,14,17.41,746.5,42.5
3,29,15,18.05,730.9,40.3
3,29,16,18.72,646.5,39.3
3,29,17,18.6,508.4,40.2
3,29,18,17.92,335.5,43.5
3,29,19,15.8,165.5,57.3
3,29,20,12.98,29.6,63.0
3,29,21,11.25,0.0,68.8
3,29,22,10.3,0.0,70.9
3,29,23,9.53,0.0,72.6
3,30,0,8.86,0.0,75.5
3,30,1,8.05,0.0,78.6
3,30,2,7.71,0.0,79.8
3,30,3,7.38,0.0,81.3
3,30,4,7.41,0.0,82.0
3,30,5,7.38,0.0,81.1
3,30,6,7.3,0.0,79.8
3,30,7,6.91,0.0,81.4
3,30,8,7.03,20.0,82.7
3,30,9,9.19,159.1,77.0
3,30,10,12.2,351.4,64.4
3,30,11,14.47,535.8,56.0
3,30,12,16.29,683.4,51.1
3,30,13,17.74,779.3,47.7
3,30,14,18.9,807.0,44.4
3,30,15,19.6,761.5,40.9
3,30,16,19.84,636.3,40.4
3,30,17,19.41,506.3,42.7
3,30,18,18.48,344.5,47.2
3,30,19,16.64,166.5,57.2
3,30,20,13.79,30.2,65.8
3,30,21,12.66,0.0,70.6
3,30,22,11.5,0.0,76.0
3,30,23,10.45,0.0,80.7
3,31,0,10.49,0.0,80.2
3,31,1,9.58,0.0,83.5
3,31,2,9.46,0.0,83.6
3,31,3,9.78,0.0,82.0
3,31,4,8.95,0.0,85.5
3,31,5,8.85,0.0,86.0
3,31,6,8.23,0.0,87.7
3,31,7,7.85,0.0,88.3
3,31,8,8.07,18.3,89.2
3,31,9,10.24,143.2,82.8
3,31,10,12.76,309.8,71.9
3,31,11,14.74,465.8,62.6
3,31,12,16.33,593.3,57.0
3,31,13,17.62,671.7,52.9
3,31,14,18.67,711.4,48.7
3,31,15,19.35,707.5,47.4
3,31,16,19.62,622.7,47.2
3,31,17,19.36,511.6,48.0
3,31,18,18.48,339.5,51.3
3,31,19,16.71,158.4,60.3
3,31,20,14.42,30.7,68.5
3,31,21,13.02,0.0,74.3
3,31,22,12.11,0.0,78.6
3,31,23,11.18,0.0,81.2
4,1,0,10.65,0.0,83.4
4,1,1,10.17,0.0,85.5
4,1,2,9.44,0.0,87.2
4,1,3,9.37,0.0,87.1
4,1,4,8.83,0.0,89.2
4,1,5,8.53,0.0,90.8
4,1,6,8.18,0.0,92.1
4,1,7,7.86,0.0,92.3
4,1,8,8.25,19.6,91.2
4,1,9,10.49,136.5,84.8
4,1,10,13.12,289.6,73.8
4,1,11,15.24,448.8,66.7
4,1,12,17.12,587.1,59.1
4,1,13,18.46,680.6,54.5
4,1,14,19.31,705.9,51.8
4,1,15,19.81,636.7,48.1
4,1,16,19.78,571.1,49.1
4,1,17,19.37,451.3,50.6
4,1,18,18.47,319.9,53.8
4,1,19,16.88,159.2,59.4
4,1,20,14.78,31.0,65.6
4,1,21,13.37,0.0,68.1
4,1,22,12.5,0.0,70.6
4,1,23,11.74,0.0,73.4
4,2,0,10.9,0.0,75.9
4,2,1,9.96,0.0,78.8
4,2,2,9.46,0.0,78.9
4,2,3,9.15,0.0,81.3
4,2,4,8.89,0.0,82.6
4,2,5,8.54,0.0,82.8
4,2,6,8.1,0.0,84.2
4,2,7,7.81,0.0,84.9
4,2,8,8.13,22.3,84.5
4,2,9,10.03,145.2,79.8
4,2,10,12.67,326.6,66.9
4,2,11,14.64,479.2,58.7
4,2,12,16.65,646.3,51.1
4,2,13,18.05,726.8,46.7
4,2,14,19.05,747.4,44.1
4,2,15,19.72,715.8,40.9
4,2,16,19.87,666.2,41.0
4,2,17,19.48,533.2,42.4
4,2,18,18.75,366.8,44.2
4,2,19,17.15,188.8,54.1
4,2,20,14.95,37.8,55.8
4,2,21,13.71,0.0,60.4
4,2,22,12.06,0.0,68.2
4,2,23,11.13,0.0,71.9
4,3,0,10.61,0.0,74.0
4,3,1,9.67,0.0,77.9
4,3,2,9.09,0.0,79.0
4,3,3,9.37,0.0,76.0
4,3,4,9.03,0.0,78.0
4,3,5,8.18,0.0,82.6
4,3,6,7.87,0.0,84.2
4,3,7,8.0,0.0,81.8
4,3,8,8.31,24.4,82.7
4,3,9,10.35,142.6,75.4
4,3,10,12.69,286.1,64.3
4,3,11,14.35,427.9,56.9
4,3,12,15.61,538.1,52.7
4,3,13,16.63,634.9,50.3
4,3,14,17.12,625.6,49.5
4,3,15,17.18,589.9,47.6
4,3,16,17.05,518.9,48.1
4,3,17,16.67,394.1,48.8
4,3,18,15.92,274.4,51.2
4,3,19,14.6,145.7,60.0
4,3,20,12.36,30.3,67.8
4,3,21,11.72,0.0,69.2
4,3,22,10.82,0.0,72.1
4,3,23,10.21,0.0,74.1
4,4,0,9.59,0.0,76.5
4,4,1,8.98,0.0,78.8
4,4,2,9.15,0.0,77.5
4,4,3,9.11,0.0,78.7
4,4,4,8.57,0.0,81.6
4,4,5,7.69,0.0,84.2
4,4,6,7.39,0.0,83.9
4,4,7,6.92,0.0,85.9
4,4,8,7.26,25.9,86.0
4,4,9,9.29,142.0,81.5
4,4,10,11.43,289.4,71.4
4,4,11,13.01,406.8,64.5
4,4,12,14.23,489.3,60.1
4,4,13,15.38,586.7,56.2
4,4,14,16.22,611.7,53.2
4,4,15,16.4,577.4,53.7
4,4,16,16.44,499.9,54.1
4,4,17,16.08,401.7,54.7
4,4,18,15.38,269.5,56.5
4,4,19,14.14,141.8,63.5
4,4,20,12.14,30.5,71.4
4,4,21,10.95,0.0,77.6
4,4,22,10.6,0.0,78.4
4,4,23,9.87,0.0,81.3
4,5,0,9.57,0.0,82.4
4,5,1,9.5,0.0,82.2
4,5,2,9.48,0.0,81.8
4,5,3,9.25,0.0,84.9
4,5,4,9.0,0.0,87.1
4,5,5,8.36,0.0,89.3
4,5,6,8.02,0.0,88.7
4,5,7,7.66,0.0,89.5
4,5,8,8.13,20.1,87.9
4,5,9,9.75,113.7,81.3
4,5,10,11.52,243.6,71.6
4,5,11,12.96,367.6,66.9
4,5,12,14.45,488.5,62.6
4,5,13,15.63,562.6,60.2
4,5,14,16.46,574.3,58.3
4,5,15,16.87,563.0,55.8
4,5,16,17.14,481.0,56.3
4,5,17,16.98,383.7,56.4
4,5,18,16.25,276.4,59.3
4,5,19,14.88,136.4,66.5
4,5,20,12.82,29.8,73.5
4,5,21,11.6,0.0,79.1
4,5,22,11.44,0.0,78.5
4,5,23,11.06,0.0,81.5
4,6,0,10.33,0.0,84.9
4,6,1,10.21,0.0,84.4
4,6,2,9.49,0.0,87.7
4,6,3,9.73,0.0,84.1
4,6,4,9.48,0.0,86.1
4,6,5,9.19,0.0,86.6
4,6,6,8.96,0.0,87.2
4,6,7,9.16,0.0,86.6
4,6,8,9.43,22.3,84.9
4,6,9,10.94,116.5,81.5
4,6,10,12.67,232.1,73.3
4,6,11,14.08,344.1,67.1
4,6,12,15.05,408.4,63.9
4,6,13,16.03,474.5,60.7
4,6,14,16.98,545.7,56.9
4,6,15,17.87,579.5,51.8
4,6,16,18.46,587.1,50.3
4,6,17,18.25,449.9,51.1
4,6,18,17.81,311.6,52.8
4,6,19,16.48,164.0,61.1
4,6,20,14.09,36.4,67.7
4,6,21,13.32,0.0,68.9
4,6,22,11.82,0.0,72.3
4,6,23,11.09,0.0,74.1
4,7,0,10.48,0.0,76.1
4,7,1,9.99,0.0,78.2
4,7,2,9.24,0.0,80.5
4,7,3,10.23,0.0,76.5
4,7,4,9.66,0.0,78.7
4,7,5,9.26,0.0,77.5
4,7,6,8.47,0.0,79.0
4,7,7,8.51,0.0,77.6
4,7,8,9.4,31.2,78.1
4,7,9,11.56,159.9,70.1
4,7,10,13.8,327.9,60.2
4,7,11,15.26,460.9,54.4
4,7,12,16.28,544.4,52.5
4,7,13,17.15,649.3,49.8
4,7,14,17.65,662.8,47.3
4,7,15,18.13,665.1,45.8
4,7,16,18.08,564.6,46.8
4,7,17,17.69,449.4,47.4
4,7,18,17.15,299.9,48.1
4,7,19,15.71,156.3,57.3
4,7,20,13.63,37.1,63.1
4,7,21,12.19,0.0,67.1
4,7,22,11.46,0.0,69.8
4,7,23,10.67,0.0,73.7
4,8,0,10.12,0.0,76.4
4,8,1,9.84,0.0,77.3
4,8,2,9.36,0.0,79.2
4,8,3,9.81,0.0,75.6
4,8,4,8.98,0.0,77.0
4,8,5,8.7,0.0,77.5
4,8,6,8.27,0.0,79.2
4,8,7,7.82,0.0,79.0
4,8,8,8.68,33.7,77.0
4,8,9,10.48,161.6,72.6
4,8,10,12.42,312.7,63.7
4,8,11,14.25,491.2,57.3
4,8,12,15.66,625.2,52.9
4,8,13,16.67,666.8,49.9
4,8,14,17.64,716.2,47.2
4,8,15,18.09,662.7,43.9
4,8,16,18.57,629.9,43.2
4,8,17,18.38,510.3,43.2
4,8,18,17.83,342.3,44.7
4,8,19,16.46,174.3,53.8
4,8,20,13.91,43.4,59.3
4,8,21,12.55,0.0,61.5
4,8,22,11.79,0.0,62.0
4,8,23,10.85,0.0,66.2
4,9,0,10.3,0.0,69.5
4,9,1,9.86,0.0,72.5
4,9,2,9.5,0.0,74.6
4,9,3,8.79,0.0,77.5
4,9,4,8.93,0.0,75.4
4,9,5,8.51,0.0,76.4
4,9,6,8.51,0.0,75.7
4,9,7,8.14,0.0,77.2
4,9,8,8.8,38.0,78.0
4,9,9,11.2,178.8,71.4
4,9,10,13.53,343.5,62.0
4,9,11,15.28,506.4,56.6
4,9,12,16.93,640.6,51.0
4,9,13,17.96,668.3,48.3
4,9,14,18.77,681.8,46.5
4,9,15,19.48,655.3,42.9
4,9,16,19.51,586.5,42.2
4,9,17,19.31,487.6,42.5
4,9,18,18.6,338.8,45.4
4,9,19,17.1,167.0,55.1
4,9,20,14.8,42.0,61.2
4,9,21,12.87,0.0,67.3
4,9,22,11.91,0.0,70.5
4,9,23,11.62,0.0,71.5
4,10,0,10.69,0.0,77.2
4,10,1,9.66,0.0,84.5
4,10,2,9.83,0.0,83.7
4,10,3,9.95,0.0,83.3
4,10,4,9.44,0.0,83.3
4,10,5,8.91,0.0,84.1
4,10,6,8.66,0.0,84.2
4,10,7,8.36,0.0,84.4
4,10,8,9.03,40.1,84.3
4,10,9,11.38,174.5,78.0
4,10,10,13.81,346.5,66.5
4,10,11,15.72,526.4,58.3
4,10,12,17.36,666.7,52.5
4,10,13,18.63,756.9,48.0
4,10,14,19.53,817.4,45.9
4,10,15,19.84,763.9,44.7
4,10,16,19.41,618.3,47.4
4,10,17,18.91,484.6,49.0
4,10,18,18.38,365.8,49.6
4,10,19,17.05,193.6,57.9
4,10,20,14.48,46.2,64.3
4,10,21,12.97,0.0,69.9
4,10,22,12.16,0.0,72.1
4,10,23,11.18,0.0,76.6
4,11,0,10.74,0.0,78.3
4,11,1,10.19,0.0,79.3
4,11,2,9.37,0.0,80.6
4,11,3,9.3,0.0,79.3
4,11,4,9.17,0.0,78.8
4,11,5,8.86,0.0,78.6
4,11,6,8.45,0.0,79.4
4,11,7,8.18,0.0,80.5
4,11,8,9.13,47.3,81.0
4,11,9,11.8,204.3,71.3
4,11,10,14.3,396.8,59.6
4,11,11,16.3,575.7,52.0
4,11,12,17.99,706.9,46.2
4,11,13,19.31,783.4,42.9
4,11,14,20.25,816.8,40.6
4,11,15,20.76,770.6,39.2
4,11,16,20.94,690.5,38.7
4,11,17,20.61,560.2,39.1
4,11,18,19.81,396.8,42.1
4,11,19,18.15,216.6,53.7
4,11,20,16.05,54.5,57.2
4,11,21,13.75,0.0,66.6
4,11,22,13.1,0.0,67.8
4,11,23,11.92,0.0,72.8
4,12,0,11.15,0.0,76.6
4,12,1,10.6,0.0,78.7
4,12,2,10.03,0.0,80.9
4,12,3,10.11,0.0,79.1
4,12,4,9.44,0.0,80.1
4,12,5,8.72,0.0,83.0
4,12,6,9.24,0.0,79.8
4,12,7,8.66,0.0,81.5
4,12,8,9.63,47.8,80.5
4,12,9,12.3,197.3,73.9
4,12,10,14.9,366.0,64.2
4,12,11,16.91,529.0,55.9
4,12,12,18.56,680.5,50.0
4,12,13,19.87,757.6,46.3
4,12,14,20.84,783.5,43.9
4,12,15,21.51,769.8,39.7
4,12,16,21.81,684.7,39.2
4,12,17,21.28,543.6,41.7
4,12,18,20.52,375.6,44.6
4,12,19,19.0,204.8,53.5
4,12,20,16.26,53.3,63.8
4,12,21,15.0,0.0,66.3
4,12,22,13.77,0.0,69.5
4,12,23,12.8,0.0,72.4
4,13,0,11.86,0.0,76.7
4,13,1,11.5,0.0,77.3
4,13,2,11.33,0.0,77.9
4,13,3,10.91,0.0,82.6
4,13,4,10.22,0.0,85.1
4,13,5,9.79,0.0,86.5
4,13,6,9.74,0.0,85.6
4,13,7,9.04,0.0,87.4
4,13,8,10.09,48.6,86.2
4,13,9,12.62,196.4,78.4
4,13,10,15.19,374.3,67.3
4,13,11,17.24,547.3,59.7
4,13,12,18.9,665.2,54.4
4,13,13,20.3,738.9,50.2
4,13,14,21.26,773.9,47.2
4,13,15,21.85,726.8,45.4
4,13,16,22.04,672.9,44.9
4,13,17,21.42,528.4,47.7
4,13,18,20.67,376.5,50.6
4,13,19,19.31,202.2,57.3
4,13,20,16.52,54.6,69.1
4,13,21,14.85,0.0,75.0
4,13,22,14.01,0.0,78.8
4,13,23,12.84,0.0,83.8
4,14,0,12.57,0.0,84.8
4,14,1,11.84,0.0,86.4
4,14,2,11.36,0.0,87.6
4,14,3,10.91,0.0,89.0
4,14,4,10.92,0.0,86.4
4,14,5,10.67,0.0,87.0
4,14,6,10.1,0.0,88.8
4,14,7,9.71,0.0,90.3
4,14,8,10.58,49.5,88.0
4,14,9,12.86,180.7,80.9
4,14,10,15.73,359.8,67.2
4,14,11,18.11,533.4,57.3
4,14,12,19.8,670.3,52.0
4,14,13,21.19,755.3,47.1
4,14,14,22.02,779.6,44.3
4,14,15,22.15,701.5,44.4
4,14,16,21.9,578.3,45.0
4,14,17,21.67,478.2,45.7
4,14,18,21.1,362.1,48.5
4,14,19,19.75,195.2,57.7
4,14,20,18.0,52.1,58.2
4,14,21,15.96,0.0,64.5
4,14,22,14.1,0.0,70.3
4,14,23,12.95,0.0,75.7
4,15,0,11.99,0.0,81.1
4,15,1,11.36,0.0,83.3
4,15,2,11.01,0.0,85.0
4,15,3,10.58,0.0,83.0
4,15,4,10.18,0.0,83.1
4,15,5,10.08,0.0,82.1
4,15,6,9.78,0.0,82.7
4,15,7,9.25,0.0,83.4
4,15,8,10.23,49.6,81.4
4,15,9,12.63,182.7,73.0
4,15,10,14.77,335.0,61.9
4,15,11,16.22,467.7,55.7
4,15,12,17.52,580.3,51.7
4,15,13,18.59,648.0,49.1
4,15,14,19.35,656.8,47.6
4,15,15,20.18,632.6,44.0
4,15,16,20.32,587.9,43.9
4,15,17,20.19,495.5,43.8
4,15,18,19.56,351.0,45.4
4,15,19,18.2,199.0,52.1
4,15,20,15.92,57.3,58.9
4,15,21,14.29,0.0,65.0
4,15,22,13.3,0.0,69.5
4,15,23,12.85,0.0,72.2
4,16,0,12.31,0.0,75.9
4,16,1,11.67,0.0,78.9
4,16,2,11.23,0.0,79.7
4,16,3,11.47,0.0,79.0
4,16,4,10.93,0.0,80.7
4,16,5,10.15,0.0,84.5
4,16,6,9.84,0.0,85.4
4,16,7,9.55,0.0,86.2
4,16,8,10.9,51.8,82.1
4,16,9,13.09,187.3,74.9
4,16,10,15.21,361.0,62.4
4,16,11,16.79,517.2,56.7
4,16,12,18.05,604.8,52.5
4,16,13,19.44,738.6,47.7
4,16,14,20.02,696.9,46.2
4,16,15,20.25,651.0,46.3
4,16,16,20.34,563.1,46.5
4,16,17,19.98,449.9,48.5
4,16,18,19.19,325.7,52.7
4,16,19,17.74,166.0,61.1
4,16,20,15.72,48.2,69.5
4,16,21,14.36,0.0,76.8
4,16,22,13.5,0.0,80.4
4,16,23,13.01,0.0,83.0
4,17,0,12.71,0.0,83.6
4,17,1,12.57,0.0,82.7
4,17,2,12.17,0.0,84.5
4,17,3,12.01,0.0,85.9
4,17,4,11.42,0.0,87.4
4,17,5,11.11,0.0,88.5
4,17,6,10.79,0.0,89.7
4,17,7,10.57,0.1,90.4
4,17,8,11.25,46.0,88.8
4,17,9,12.83,156.9,84.5
4,17,10,14.61,294.0,75.5
4,17,11,15.98,413.8,69.1
4,17,12,17.34,526.6,63.5
4,17,13,18.44,622.9,58.6
4,17,14,19.27,620.9,55.7
4,17,15,19.29,622.3,56.5
4,17,16,19.34,530.1,55.7
4,17,17,19.1,400.9,56.4
4,17,18,18.66,301.0,58.7
4,17,19,17.73,179.1,63.3
4,17,20,15.91,49.7,69.4
4,17,21,14.64,0.2,74.7
4,17,22,13.49,0.0,78.4
4,17,23,12.71,0.0,79.4
4,18,0,12.36,0.0,79.3
4,18,1,12.28,0.0,79.3
4,18,2,11.53,0.0,82.3
4,18,3,11.56,0.0,82.1
4,18,4,10.71,0.0,83.9
4,18,5,10.06,0.0,85.5
4,18,6,9.68,0.0,86.7
4,18,7,9.31,0.6,88.0
4,18,8,10.54,54.1,83.3
4,18,9,12.71,183.0,75.6
4,18,10,14.71,335.9,65.7
4,18,11,16.19,483.0,60.1
4,18,12,17.44,588.8,56.6
4,18,13,18.56,674.8,53.8
4,18,14,19.28,714.4,53.2
4,18,15,19.93,657.7,48.0
4,18,16,20.0,596.1,50.2
4,18,17,19.79,495.1,50.9
4,18,18,19.05,334.1,54.2
4,18,19,17.84,190.1,60.6
4,18,20,15.66,55.8,71.7
4,18,21,14.64,0.9,74.9
4,18,22,14.0,0.0,78.6
4,18,23,13.18,0.0,82.5
4,19,0,12.65,0.0,84.0
4,19,1,12.16,0.0,85.1
4,19,2,11.84,0.0,85.8
4,19,3,11.79,0.0,87.1
4,19,4,11.73,0.0,86.4
4,19,5,11.48,0.0,86.5
4,19,6,11.39,0.0,85.6
4,19,7,10.93,0.6,86.7
4,19,8,11.82,48.5,84.6
4,19,9,13.16,162.9,79.1
4,19,10,14.88,316.0,70.3
4,19,11,16.54,499.5,63.3
4,19,12,17.92,633.7,56.9
4,19,13,18.94,704.3,53.2
4,19,14,19.52,680.1,50.5
4,19,15,19.23,630.6,51.2
4,19,16,19.59,583.5,49.7
4,19,17,19.34,458.4,50.8
4,19,18,18.7,301.3,54.0
4,19,19,17.58,167.0,60.3
4,19,20,15.6,53.1,68.3
4,19,21,13.92,0.8,76.2
4,19,22,13.17,0.0,79.1
4,19,23,12.72,0.0,80.1
4,20,0,12.05,0.0,80.0
4,20,1,11.72,0.0,79.4
4,20,2,10.91,0.0,83.0
4,20,3,10.73,0.0,83.7
4,20,4,10.02,0.0,85.9
4,20,5,9.85,0.0,86.9
4,20,6,9.41,0.0,87.8
4,20,7,9.13,0.9,88.1
4,20,8,10.76,63.4,83.6
4,20,9,12.82,217.8,75.1
4,20,10,14.69,394.8,67.1
4,20,11,16.29,540.5,59.6
4,20,12,17.61,670.6,52.8
4,20,13,18.56,708.2,47.7
4,20,14,19.22,750.9,45.0
4,20,15,19.26,678.9,45.9
4,20,16,19.12,609.6,47.1
4,20,17,18.72,486.5,47.8
4,20,18,17.89,351.7,51.6
4,20,19,16.85,187.4,56.3
4,20,20,14.99,57.0,64.3
4,20,21,13.74,0.8,67.0
4,20,22,12.64,0.0,71.4
4,20,23,12.31,0.0,72.2
4,21,0,11.58,0.0,74.3
4,21,1,10.91,0.0,75.6
4,21,2,10.28,0.0,76.2
4,21,3,10.24,0.0,74.6
4,21,4,9.31,0.0,77.7
4,21,5,8.84,0.0,79.5
4,21,6,8.33,0.0,80.9
4,21,7,8.09,1.4,82.2
4,21,8,9.19,73.0,80.4
4,21,9,11.8,230.5,68.7
4,21,10,13.61,396.6,60.1
4,21,11,14.96,542.1,55.2
4,21,12,16.15,658.7,50.4
4,21,13,17.05,718.4,46.3
4,21,14,17.49,683.7,43.7
4,21,15,17.89,676.4,43.4
4,21,16,18.11,633.4,43.2
4,21,17,17.57,476.9,47.8
4,21,18,16.96,327.3,51.4
4,21,19,16.22,210.8,57.5
4,21,20,14.17,68.1,64.4
4,21,21,12.58,0.9,67.9
4,21,22,11.47,0.0,73.2
4,21,23,10.7,0.0,76.9
4,22,0,10.36,0.0,78.2
4,22,1,9.83,0.0,81.6
4,22,2,9.46,0.0,82.7
4,22,3,9.41,0.0,82.0
4,22,4,8.92,0.0,82.7
4,22,5,8.5,0.0,84.3
4,22,6,8.24,0.0,84.9
4,22,7,8.15,1.7,85.8
4,22,8,9.29,68.0,83.2
4,22,9,11.56,218.6,73.2
4,22,10,13.46,370.4,63.4
4,22,11,15.04,513.5,58.0
4,22,12,16.5,634.8,53.2
4,22,13,17.67,709.2,49.5
4,22,14,18.58,705.7,46.3
4,22,15,18.62,705.8,47.2
4,22,16,18.49,556.8,47.4
4,22,17,18.3,474.8,47.2
4,22,18,17.6,306.1,48.9
4,22,19,16.42,171.8,55.8
4,22,20,14.71,56.1,63.0
4,22,21,13.39,1.2,68.9
4,22,22,12.24,0.0,73.9
4,22,23,11.48,0.0,77.9
4,23,0,11.02,0.0,79.5
4,23,1,10.86,0.0,80.3
4,23,2,10.65,0.0,81.1
4,23,3,10.59,0.0,82.6
4,23,4,9.96,0.0,83.7
4,23,5,9.8,0.0,85.4
4,23,6,9.92,0.0,85.4
4,23,7,10.02,1.6,85.3
4,23,8,10.61,52.7,84.4
4,23,9,12.34,165.7,77.5
4,23,10,14.03,298.4,71.8
4,23,11,15.71,450.1,64.9
4,23,12,16.97,540.2,60.8
4,23,13,18.1,640.6,57.4
4,23,14,18.81,648.8,55.7
4,23,15,19.09,581.2,55.0
4,23,16,19.15,544.0,54.7
4,23,17,19.06,464.4,55.1
4,23,18,18.31,339.5,58.4
4,23,19,17.06,183.0,64.7
4,23,20,15.54,59.2,70.1
4,23,21,13.75,1.5,77.6
4,23,22,12.84,0.0,82.5
4,23,23,12.13,0.0,85.4
4,24,0,12.0,0.0,83.7
4,24,1,11.6,0.0,84.6
4,24,2,11.56,0.0,84.0
4,24,3,11.03,0.0,87.8
4,24,4,10.37,0.0,88.1
4,24,5,10.55,0.0,86.6
4,24,6,10.43,0.0,86.4
4,24,7,10.45,2.6,86.6
4,24,8,11.38,75.6,84.5
4,24,9,13.51,230.7,75.5
4,24,10,15.42,401.8,66.3
4,24,11,17.18,562.9,59.4
4,24,12,18.73,688.0,54.5
4,24,13,20.0,760.3,50.8
4,24,14,20.95,773.0,48.2
4,24,15,21.21,701.6,46.8
4,24,16,21.15,604.2,48.3
4,24,17,20.7,496.0,50.2
4,24,18,20.05,356.3,52.8
4,24,19,18.88,190.9,59.9
4,24,20,16.81,65.4,68.9
4,24,21,15.27,1.8,73.2
4,24,22,13.99,0.0,78.1
4,24,23,13.23,0.0,83.2
4,25,0,12.76,0.0,85.4
4,25,1,12.08,0.0,88.2
4,25,2,11.57,0.0,89.4
4,25,3,11.77,0.0,87.0
4,25,4,11.57,0.0,85.9
4,25,5,10.87,0.0,87.8
4,25,6,11.02,0.0,85.2
4,25,7,10.72,2.7,87.2
4,25,8,11.81,71.4,84.3
4,25,9,13.94,204.8,76.2
4,25,10,16.08,390.1,66.8
4,25,11,17.82,562.9,60.5
4,25,12,19.23,664.0,56.7
4,25,13,20.29,712.4,54.2
4,25,14,21.19,738.2,51.3
4,25,15,21.75,739.9,48.6
4,25,16,21.94,653.3,47.3
4,25,17,21.5,553.2,49.4
4,25,18,20.73,378.1,50.3
4,25,19,19.46,205.0,57.2
4,25,20,17.19,73.3,66.5
4,25,21,15.37,2.0,73.4
4,25,22,14.42,0.0,76.7
4,25,23,13.73,0.0,79.7
4,26,0,13.12,0.0,83.0
4,26,1,12.51,0.0,85.2
4,26,2,11.64,0.0,86.4
4,26,3,11.47,0.0,83.5
4,26,4,10.9,0.0,84.7
4,26,5,10.83,0.0,84.0
4,26,6,10.34,0.0,84.8
4,26,7,9.76,3.7,87.2
4,26,8,11.26,84.6,82.2
4,26,9,13.48,247.4,72.1
4,26,10,15.69,428.1,62.8
4,26,11,17.72,603.8,56.2
4,26,12,19.56,749.9,50.5
4,26,13,20.86,820.4,46.5
4,26,14,21.81,833.3,44.1
4,26,15,22.28,794.8,42.2
4,26,16,22.46,716.5,41.5
4,26,17,22.2,575.3,42.0
4,26,18,21.55,413.1,44.0
4,26,19,20.17,235.8,51.4
4,26,20,17.64,80.6,61.7
4,26,21,15.56,2.7,68.4
4,26,22,14.47,0.0,72.3
4,26,23,13.77,0.0,73.9
4,27,0,13.25,0.0,76.4
4,27,1,13.32,0.0,75.4
4,27,2,12.45,0.0,79.8
4,27,3,11.94,0.0,82.9
4,27,4,11.09,0.0,85.7
4,27,5,10.98,0.0,85.0
4,27,6,11.08,0.0,83.5
4,27,7,11.0,4.3,83.8
4,27,8,12.41,88.7,80.4
4,27,9,14.83,252.5,71.4
4,27,10,17.02,433.7,60.4
4,27,11,18.93,607.8,53.7
4,27,12,20.53,745.2,48.9
4,27,13,21.77,841.0,46.9
4,27,14,22.63,870.0,45.0
4,27,15,23.3,817.5,42.8
4,27,16,23.39,686.7,42.2
4,27,17,22.61,543.4,44.9
4,27,18,21.68,361.4,47.9
4,27,19,20.41,220.7,57.0
4,27,20,17.96,79.8,66.6
4,27,21,16.49,2.9,69.8
4,27,22,15.34,0.0,74.2
4,27,23,14.42,0.0,76.7
4,28,0,13.5,0.0,80.1
4,28,1,13.0,0.0,80.9
4,28,2,12.43,0.0,83.0
4,28,3,12.03,0.0,83.1
4,28,4,12.4,0.0,79.9
4,28,5,11.16,0.0,85.6
4,28,6,11.46,0.0,83.8
4,28,7,11.17,4.9,86.2
4,28,8,12.54,94.4,82.3
4,28,9,15.1,265.5,72.0
4,28,10,17.49,451.1,61.4
4,28,11,19.4,627.5,54.3
4,28,12,21.07,765.0,49.1
4,28,13,22.33,835.7,45.8
4,28,14,23.07,812.3,44.2
4,28,15,23.64,785.3,41.3
4,28,16,23.81,695.4,40.4
4,28,17,23.49,572.9,41.5
4,28,18,22.7,408.1,44.6
4,28,19,21.36,238.7,52.2
4,28,20,19.12,84.1,59.7
4,28,21,16.91,3.3,66.9
4,28,22,15.99,0.0,69.5
4,28,23,15.79,0.0,68.5
4,29,0,14.69,0.0,74.6
4,29,1,14.07,0.0,78.8
4,29,2,13.52,0.0,82.0
4,29,3,13.41,0.0,80.6
4,29,4,12.93,0.0,82.9
4,29,5,12.46,0.0,84.2
4,29,6,12.26,0.0,84.5
4,29,7,12.0,5.1,86.5
4,29,8,13.53,91.6,80.8
4,29,9,15.76,242.6,72.7
4,29,10,17.8,400.9,64.5
4,29,11,19.5,545.8,58.5
4,29,12,21.01,660.2,53.4
4,29,13,22.13,717.7,49.9
